"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Adresse","Adresse.mentionDistribution","Adresse.mentionDistribution","","","",0,1,"","","","string {[]} {[]}
","Mentions particulières de distribution. Il s'agit de mentions identifiant le service proposé par La Poste au destinataire. Ces mentions sont formées d'un libellé et d'un numéro de séparation (exemple : BP 42534).","Mentions particulières de distribution. Il s'agit de mentions identifiant le service proposé par La Poste au destinataire. Ces mentions sont formées d'un libellé et d'un numéro de séparation (exemple : BP 42534).","","","","","","","","","",,,,,"",,,,"Adresse.mentionDistribution",0,1,"",""
"Adresse","Adresse.codePostal","Adresse.codePostal","","","",0,1,"","","","Coding {[]} {[]}
","Code Postal : Code Postal ou code postal spécifique CEDEX* Code postal: Un code à 5 chiffres servant à l'acheminement et/ou à la distribution des envois. Il identifie un bureau distributeur dans la chaîne de traitement du courrier.* Code CEDEX (Courrier d'Entreprise à Distribution Exceptionnelle); le CEDEX est une modalité d'acheminement du courrier associée à des services particuliers de distribution offerts aux entreprises caractérisées par un adressage spécifique; le code postal spécifique CEDEX est un code attribué aux organismes, entreprises, services publics recevant un fort trafic. Il identifie un client ou un ensemble de clients. Il est positionné aux lieu et place du code postal général dans le cas des adresses CEDEX. Ainsi, un code peut être associé à un client (code individuel) ou partagé entre plusieurs clients (code collectif).","Code Postal : Code Postal ou code postal spécifique CEDEX* Code postal: Un code à 5 chiffres servant à l'acheminement et/ou à la distribution des envois. Il identifie un bureau distributeur dans la chaîne de traitement du courrier.* Code CEDEX (Courrier d'Entreprise à Distribution Exceptionnelle); le CEDEX est une modalité d'acheminement du courrier associée à des services particuliers de distribution offerts aux entreprises caractérisées par un adressage spécifique; le code postal spécifique CEDEX est un code attribué aux organismes, entreprises, services publics recevant un fort trafic. Il identifie un client ou un ensemble de clients. Il est positionné aux lieu et place du code postal général dans le cas des adresses CEDEX. Ainsi, un code peut être associé à un client (code individuel) ou partagé entre plusieurs clients (code collectif).","","","","","","","","","",,,,,"",,,,"Adresse.codePostal",0,1,"",""
"Adresse","Adresse.localite","Adresse.localite","","","",0,1,"","","","string {[]} {[]}
","Localité ou Libellé du bureau distributeur CEDEX** Localité: Zone d'habitation, en général la commune d'implantation du destinataire. Elle est identifiée par son libellé INSEE sauf dans quelques cas où le libellé postal diffère du libellé INSEE, généralement pour lever des ambiguïtés.** Libellé du bureau distributeur CEDEX.Libellé du bureau distributeur c'est-à-dire (dans la très grande majorité des cas) le libellé de la commune siège du bureau CEDEX; la mention CEDEX doit obligatoirement suivre le libellé du bureau CEDEX; dans le cas où il existe plusieurs bureaux CEDEX pour une même entité ou commune, chaque bureau CEDEX sera identifié par un numéro (exemple : ROUBAIX CEDEX 2); ce numéro correspond au numéro d'arrondissement dans le cas des villes à arrondissements, à un numéro d'ordre dans les autres cas.","Localité ou Libellé du bureau distributeur CEDEX** Localité: Zone d'habitation, en général la commune d'implantation du destinataire. Elle est identifiée par son libellé INSEE sauf dans quelques cas où le libellé postal diffère du libellé INSEE, généralement pour lever des ambiguïtés.** Libellé du bureau distributeur CEDEX.Libellé du bureau distributeur c'est-à-dire (dans la très grande majorité des cas) le libellé de la commune siège du bureau CEDEX; la mention CEDEX doit obligatoirement suivre le libellé du bureau CEDEX; dans le cas où il existe plusieurs bureaux CEDEX pour une même entité ou commune, chaque bureau CEDEX sera identifié par un numéro (exemple : ROUBAIX CEDEX 2); ce numéro correspond au numéro d'arrondissement dans le cas des villes à arrondissements, à un numéro d'ordre dans les autres cas.","","","","","","","","","",,,,,"",,,,"Adresse.localite",0,1,"",""
"Adresse","Adresse.COGCommune","Adresse.COGCommune","","","",0,1,"","","","Coding {[]} {[]}
","Code officiel géographique (COG), diffusé par l'INSEE, de la commune d'implantation du destinataire. Ce code ne fait pas partie de la norme NF Z 10-011 mais il correspond au libellé de l'attribut ""localite"" de la classe Adresse qui lui fait partie de la norme.","Code officiel géographique (COG), diffusé par l'INSEE, de la commune d'implantation du destinataire. Ce code ne fait pas partie de la norme NF Z 10-011 mais il correspond au libellé de l'attribut ""localite"" de la classe Adresse qui lui fait partie de la norme.","","","","","","","","","",,"preferred","","https://interop.esante.gouv.fr/terminologies/CodeSystem-TRE-R13-CommuneOM?vs","",,,,"Adresse.COGCommune",0,1,"",""
"Adresse","Adresse.internationalDivisionTerritoriale","Adresse.internationalDivisionTerritoriale","","","",0,1,"","","","string {[]} {[]}
","Pour les adresses internationales, une subdivision administrative d'un pays. Dans le cas d'une adresse étrangère, il peut être nécessaire d'identifier dans l'adresse l'état fédéré, la région, le canton, etc.","Pour les adresses internationales, une subdivision administrative d'un pays. Dans le cas d'une adresse étrangère, il peut être nécessaire d'identifier dans l'adresse l'état fédéré, la région, le canton, etc.","","","","","","","","","",,,,,"",,,,"Adresse.internationalDivisionTerritoriale",0,1,"",""
"Adresse","Adresse.internationalPays","Adresse.internationalPays","","","",0,1,"","","","string {[]} {[]}
","Pour les adresses internationales, nom du pays du destinataire, de préférence en majuscules et en toutes lettres, dans la langue du pays d’expédition ou dans une langue reconnue par le Comité Européen de Normalisation (CEN) : anglais, français, allemand pour les envois européens.","Pour les adresses internationales, nom du pays du destinataire, de préférence en majuscules et en toutes lettres, dans la langue du pays d’expédition ou dans une langue reconnue par le Comité Européen de Normalisation (CEN) : anglais, français, allemand pour les envois européens.","","","","","","","","","",,,,,"",,,,"Adresse.internationalPays",0,1,"",""
"Adresse","Adresse.type","Adresse.type","","","",0,*,"","","","Coding {[]} {[]}
","Indique le ou les types d'adresse tel que ""Adresse du domicile"", ""Adresse professionnelle"", ""Adresse de facturation"", ""Adresse postale"", ""Adresse géographique"", etc.Cet attribut ne fait pas partie de la norme  NF Z 10-011.","Indique le ou les types d'adresse tel que ""Adresse du domicile"", ""Adresse professionnelle"", ""Adresse de facturation"", ""Adresse postale"", ""Adresse géographique"", etc.Cet attribut ne fait pas partie de la norme  NF Z 10-011.","","","","","","","","","",,,,,"",,,,"Adresse.type",0,*,"",""
"Adresse","Adresse.ligneUne","Adresse.ligneUne","","","",0,1,"","","","string {[]} {[]}
","Identité du destinataireLa première ligne de l'adresse de publipostage est obtenue par assemblage des éléments d'identification du destinataire (personne physique ou morale).Cas particulier: pour un  domicilié personne morale, la ligne 1 peut contenir l'identification du domicilié personne morale et la ligne 2 contient l'identification du destinataire personne physique.38 caractères ou espaces par ligne au maximum.","Identité du destinataireLa première ligne de l'adresse de publipostage est obtenue par assemblage des éléments d'identification du destinataire (personne physique ou morale).Cas particulier: pour un  domicilié personne morale, la ligne 1 peut contenir l'identification du domicilié personne morale et la ligne 2 contient l'identification du destinataire personne physique.38 caractères ou espaces par ligne au maximum.","","","","","","","","","",,,,,"",,,,"Adresse.ligneUne",0,1,"",""
"Adresse","Adresse.ligneDeux","Adresse.ligneDeux","","","",0,1,"","","","string {[]} {[]}
","La deuxième ligne de l'adresse de publipostage est obtenue par assemblage des éléments de:* point de remise* domicilié personne physique (exemple: chez M X)* domicilié personne moraleCas particulier: pour un  domicilié personne morale, la ligne 1 peut contenir l'identification du domicilié personne morale et la ligne 2 contient l'identification du destinataire personne physique.38 caractères ou espaces par ligne au maximum","La deuxième ligne de l'adresse de publipostage est obtenue par assemblage des éléments de:* point de remise* domicilié personne physique (exemple: chez M X)* domicilié personne moraleCas particulier: pour un  domicilié personne morale, la ligne 1 peut contenir l'identification du domicilié personne morale et la ligne 2 contient l'identification du destinataire personne physique.38 caractères ou espaces par ligne au maximum","","","","","","","","","",,,,,"",,,,"Adresse.ligneDeux",0,1,"",""
"Adresse","Adresse.ligneTrois","Adresse.ligneTrois","","","",0,1,"","","","string {[]} {[]}
","La troisième ligne de l'adresse de publipostage est obtenue par assemblage des éléments de complément de l'adresse au point géographique.38 caractères ou espaces par ligne au maximum.","La troisième ligne de l'adresse de publipostage est obtenue par assemblage des éléments de complément de l'adresse au point géographique.38 caractères ou espaces par ligne au maximum.","","","","","","","","","",,,,,"",,,,"Adresse.ligneTrois",0,1,"",""
"Adresse","Adresse.ligneQuatre","Adresse.ligneQuatre","","","",0,1,"","","","string {[]} {[]}
","La quatrième ligne de l'adresse de publipostage est obtenue par assemblage des éléments d'adresse: Numéro dans la voie + Extension + Libellé de la voie.38 caractères ou espaces par ligne au maximum.","La quatrième ligne de l'adresse de publipostage est obtenue par assemblage des éléments d'adresse: Numéro dans la voie + Extension + Libellé de la voie.38 caractères ou espaces par ligne au maximum.","","","","","","","","","",,,,,"",,,,"Adresse.ligneQuatre",0,1,"",""
"Adresse","Adresse.ligneCinq","Adresse.ligneCinq","","","",0,1,"","","","string {[]} {[]}
","La cinquième ligne de l'adresse de publipostage est obtenue par assemblage des éléments d'adresse:* Mentions particulières de distribution suivies du libellé de la localité de destination dans le cas où celle-ci serait différente du libellé cedex* Lieu-dit.38 caractères ou espaces par ligne au maximum.","La cinquième ligne de l'adresse de publipostage est obtenue par assemblage des éléments d'adresse:* Mentions particulières de distribution suivies du libellé de la localité de destination dans le cas où celle-ci serait différente du libellé cedex* Lieu-dit.38 caractères ou espaces par ligne au maximum.","","","","","","","","","",,,,,"",,,,"Adresse.ligneCinq",0,1,"",""
"Adresse","Adresse.ligneSix","Adresse.ligneSix","","","",0,1,"","","","string {[]} {[]}
","La sixième ligne de l'adresse de publipostage obtenue par assemblage des éléments d'adresse: Code postal + localité de destination ou code cedex + libellé bureau cedex.38 caractères ou espaces par ligne au maximum.","La sixième ligne de l'adresse de publipostage obtenue par assemblage des éléments d'adresse: Code postal + localité de destination ou code cedex + libellé bureau cedex.38 caractères ou espaces par ligne au maximum.","","","","","","","","","",,,,,"",,,,"Adresse.ligneSix",0,1,"",""
"Adresse","Adresse.ligneSept","Adresse.ligneSept","","","",0,1,"","","","string {[]} {[]}
","La septième ligne de l'adresse de publipostage contient, pour les envois à l'international, dans tous les cas, le nom du pays du destinataire, de préférence en majuscules et en toutes lettres, dans la langue du pays d’expédition ou dans une langue reconnue par le Comité Européen de Normalisation (CEN) : anglais, français, allemand pour les envois européens.","La septième ligne de l'adresse de publipostage contient, pour les envois à l'international, dans tous les cas, le nom du pays du destinataire, de préférence en majuscules et en toutes lettres, dans la langue du pays d’expédition ou dans une langue reconnue par le Comité Européen de Normalisation (CEN) : anglais, français, allemand pour les envois européens.","","","","","","","","","",,,,,"",,,,"Adresse.ligneSept",0,1,"",""
"Attestation","Attestation","Attestation","","","",0,*,"","","","null {[]} {[]}
","L’attestation est attribuée au terme d'une formation universitaire. Pour les professions médicales et de la pharmacie, les attestations ont été remplacées par les diplômes universitaires (DU).Dans le cadre du modèle, une attestation est un type de diplôme. La classe Attestation est représentée dans le modèle comme une spécialisation de la classe Diplome et à ce titre, elle hérite des attributs et des associations de cette classe","L’attestation est attribuée au terme d'une formation universitaire. Pour les professions médicales et de la pharmacie, les attestations ont été remplacées par les diplômes universitaires (DU).Dans le cadre du modèle, une attestation est un type de diplôme. La classe Attestation est représentée dans le modèle comme une spécialisation de la classe Diplome et à ce titre, elle hérite des attributs et des associations de cette classe","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Attestation","Attestation.typeDiplome","Attestation.typeDiplome","","","",0,1,"","","","Coding {[]} {[]}
","Type de diplôme, par exemple:** DE : Diplôme d’Etat français** CES : Certificat d’Etudes Spéciales** DES : Diplôme d'Etudes Spécialisées** etc.","Type de diplôme, par exemple:** DE : Diplôme d’Etat français** CES : Certificat d’Etudes Spéciales** DES : Diplôme d'Etudes Spécialisées** etc.","","","","","","","","","",,"preferred","","https://interop.esante.gouv.fr/terminologies/CodeSystem-TRE-R14-TypeDiplome?vs","",,,,"Diplome.typeDiplome",0,1,"",""
"Attestation","Attestation.lieuFormation","Attestation.lieuFormation","","","",0,1,"","","","Coding {[]} {[]}
","Lieu de formation pour l'obtention du diplôme. Par exemple:** U37 : Université de Tours (Université François Rabelais)** UP5 : Université de Paris 05 (Université René Descartes).","Lieu de formation pour l'obtention du diplôme. Par exemple:** U37 : Université de Tours (Université François Rabelais)** UP5 : Université de Paris 05 (Université René Descartes).","","","","","","","","","",,"preferred","","https://interop.esante.gouv.fr/terminologies/CodeSystem-TRE-R16-LieuFormation?vs","",,,,"Diplome.lieuFormation",0,1,"",""
"Attestation","Attestation.dateDiplome","Attestation.dateDiplome","","","",0,1,"","","","date {[]} {[]}
","Date d’obtention du diplôme.","Date d’obtention du diplôme.","","","","","","","","","",,,,,"",,,,"Diplome.dateDiplome",0,1,"",""
"Attestation","Attestation.numeroDiplome","Attestation.numeroDiplome","","","",0,1,"","","","string {[]} {[]}
","Numéro du diplôme.","Numéro du diplôme.","","","","","","","","","",,,,,"",,,,"Diplome.numeroDiplome",0,1,"",""
"Attestation","Attestation.attestation","Attestation.attestation","","","",0,1,"","","","Coding {[]} {[]}
","Attestation de formation.","Attestation de formation.","","","","","","","","","",,"preferred","","https://interop.esante.gouv.fr/terminologies/CodeSystem-TRE-R56-Attestation?vs","",,,,"Attestation.attestation",0,1,"",""
"AutreDiplomeObtenu","AutreDiplomeObtenu","AutreDiplomeObtenu","","","",0,*,"","","","null {[]} {[]}
","Diplôme autre qu'un diplôme d'Etat, une qualification, un diplôme d'études spécialisées, un DESC1, un DESC2, un diplôme de l'espace économique européen, un diplôme européen d'études spécialisées, une attestation, une capacité ou un diplôme de deuxième cycle non qualifiant.","Diplôme autre qu'un diplôme d'Etat, une qualification, un diplôme d'études spécialisées, un DESC1, un DESC2, un diplôme de l'espace économique européen, un diplôme européen d'études spécialisées, une attestation, une capacité ou un diplôme de deuxième cycle non qualifiant.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"AutreDiplomeObtenu","AutreDiplomeObtenu.typeDiplome","AutreDiplomeObtenu.typeDiplome","","","",0,1,"","","","Coding {[]} {[]}
","Type de diplôme, par exemple:** DE : Diplôme d’Etat français** CES : Certificat d’Etudes Spéciales** DES : Diplôme d'Etudes Spécialisées** etc.","Type de diplôme, par exemple:** DE : Diplôme d’Etat français** CES : Certificat d’Etudes Spéciales** DES : Diplôme d'Etudes Spécialisées** etc.","","","","","","","","","",,"preferred","","https://interop.esante.gouv.fr/terminologies/CodeSystem-TRE-R14-TypeDiplome?vs","",,,,"Diplome.typeDiplome",0,1,"",""
"AutreDiplomeObtenu","AutreDiplomeObtenu.lieuFormation","AutreDiplomeObtenu.lieuFormation","","","",0,1,"","","","Coding {[]} {[]}
","Lieu de formation pour l'obtention du diplôme. Par exemple:** U37 : Université de Tours (Université François Rabelais)** UP5 : Université de Paris 05 (Université René Descartes).","Lieu de formation pour l'obtention du diplôme. Par exemple:** U37 : Université de Tours (Université François Rabelais)** UP5 : Université de Paris 05 (Université René Descartes).","","","","","","","","","",,"preferred","","https://interop.esante.gouv.fr/terminologies/CodeSystem-TRE-R16-LieuFormation?vs","",,,,"Diplome.lieuFormation",0,1,"",""
"AutreDiplomeObtenu","AutreDiplomeObtenu.dateDiplome","AutreDiplomeObtenu.dateDiplome","","","",0,1,"","","","date {[]} {[]}
","Date d’obtention du diplôme.","Date d’obtention du diplôme.","","","","","","","","","",,,,,"",,,,"Diplome.dateDiplome",0,1,"",""
"AutreDiplomeObtenu","AutreDiplomeObtenu.numeroDiplome","AutreDiplomeObtenu.numeroDiplome","","","",0,1,"","","","string {[]} {[]}
","Numéro du diplôme.","Numéro du diplôme.","","","","","","","","","",,,,,"",,,,"Diplome.numeroDiplome",0,1,"",""
"AutreDiplomeObtenu","AutreDiplomeObtenu.autreDiplomeObtenu","AutreDiplomeObtenu.autreDiplomeObtenu","","","",0,1,"","","","Coding {[]} {[]}
","Autre diplôme obtenu.","Autre diplôme obtenu.","","","","","","","","","",,"preferred","","https://interop.esante.gouv.fr/terminologies/CodeSystem-TRE-R36-AutreDiplomeObtenu?vs","",,,,"AutreDiplomeObtenu.autreDiplomeObtenu",0,1,"",""
"BoiteLettreMSS","BoiteLettreMSS","BoiteLettreMSS","","","",0,*,"","","","null {[]} {[]}
","Informations descriptives des boîtes aux lettres du service de messagerie sécurisée de santé (MSSanté) rattachées aux professionnels et aux structures.Synonyme: BAL MSS","Informations descriptives des boîtes aux lettres du service de messagerie sécurisée de santé (MSSanté) rattachées aux professionnels et aux structures.Synonyme: BAL MSS","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"BoiteLettreMSS","BoiteLettreMSS.adresseMSS","BoiteLettreMSS.adresseMSS","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/fhir/mos/StructureDefinition/Telecommunication {[]} {[]}
","Adresse unique de messagerie sécurisée dans un domaine de messagerie MSSanté.","Adresse unique de messagerie sécurisée dans un domaine de messagerie MSSanté.","","","","","","","","","",,,,,"",,,,"BoiteLettreMSS.adresseMSS",0,1,"",""
"BoiteLettreMSS","BoiteLettreMSS.typeBAL","BoiteLettreMSS.typeBAL","","","",0,1,"","","","Coding {[]} {[]}
","Type de boîte aux lettres.Valeurs possibles :** ORG pour une BAL organisationnelle** APP pour une BAL applicative** PER pour une BAL personnelle, rattachée à une personne physiqueUne BAL de type ORG ou APP est rattachée à une personne morale (entité géographique ou entité juridique) et son usage s’effectue sous la responsabilité d’un ou plusieurs professionnels habilités à échanger des données de santé personnelles.","Type de boîte aux lettres.Valeurs possibles :** ORG pour une BAL organisationnelle** APP pour une BAL applicative** PER pour une BAL personnelle, rattachée à une personne physiqueUne BAL de type ORG ou APP est rattachée à une personne morale (entité géographique ou entité juridique) et son usage s’effectue sous la responsabilité d’un ou plusieurs professionnels habilités à échanger des données de santé personnelles.","","","","","","","","","",,"preferred","","https://interop.esante.gouv.fr/terminologies/CodeSystem-TRE-R257-TypeBAL?vs","",,,,"BoiteLettreMSS.typeBAL",0,1,"",""
"BoiteLettreMSS","BoiteLettreMSS.description","BoiteLettreMSS.description","","","",0,1,"","","","string {[]} {[]}
","Description fonctionnelle de la boîte aux lettres.","Description fonctionnelle de la boîte aux lettres.","","","","","","","","","",,,,,"",,,,"BoiteLettreMSS.description",0,1,"",""
